model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,is_automatic,is_manual,is_semi_auto,fuelType_grouped,model_encoded,transmission_encoded,fuelType_grouped_encoded,price_class,cluster
1 Series,2021,62418,Automatic,89198,Diesel,244,28.4,3.0,2,1,0,0,Diesel,0,0,0,2,1
X2,2016,63741,Automatic,35261,Hybrid,21,44.6,2.5,7,1,0,0,Hybrid,8,0,2,2,1
5 Series,2017,36876,Semi-Auto,131792,Diesel,67,28.5,2.5,6,0,0,1,Diesel,4,2,0,1,1
X7,2021,9983,Automatic,104467,Diesel,64,40.3,4.4,2,1,0,0,Diesel,13,0,0,0,1
X7,2018,47435,Manual,43380,Petrol,291,36.3,3.0,5,0,1,0,Petrol,13,1,4,1,1
2 Series,2014,55223,Automatic,80833,Diesel,216,29.3,2.5,9,1,0,0,Diesel,1,0,0,2,0
3 Series,2022,23172,Automatic,105008,Diesel,28,31.7,6.0,1,1,0,0,Diesel,2,0,0,1,1
5 Series,2014,42763,Automatic,89324,Diesel,192,37.1,2.5,9,1,0,0,Diesel,4,0,0,1,0
2 Series,2020,56469,Automatic,128718,Petrol,55,33.8,3.5,3,1,0,0,Petrol,1,0,4,2,1
3 Series,2019,60059,Manual,105992,Diesel,211,35.3,3.5,4,0,1,0,Diesel,2,1,0,2,1
3 Series,2013,50392,Automatic,28011,Hybrid,237,49.4,3.0,10,1,0,0,Hybrid,2,0,2,2,0
X1,2022,27449,Manual,94593,Diesel,199,26.7,3.0,1,0,1,0,Diesel,7,1,0,1,1
X4,2018,3000,Manual,119339,Diesel,177,45.1,2.0,5,0,1,0,Diesel,10,1,0,0,1
X3,2014,20631,Automatic,84940,Petrol,152,47.1,6.0,9,1,0,0,Petrol,9,0,4,0,0
X1,2011,3000,Manual,87677,Petrol,43,52.1,2.0,12,0,1,0,Petrol,7,1,4,0,0
1 Series,2019,24436,Automatic,114570,Diesel,167,53.9,3.0,4,1,0,0,Diesel,0,0,0,1,1
X1,2017,66534,Automatic,65583,Petrol,286,26.3,2.0,6,1,0,0,Petrol,7,0,4,2,1
i8,2016,6573,Manual,64056,Diesel,196,25.5,2.0,7,0,1,0,Diesel,16,1,0,0,0
1 Series,2017,3000,Semi-Auto,82468,Diesel,73,44.6,3.0,6,0,0,1,Diesel,0,2,0,0,1
7 Series,2021,61647,Automatic,123897,Diesel,170,50.3,3.5,2,1,0,0,Diesel,6,0,0,2,1
4 Series,2012,21845,Automatic,13017,Diesel,182,30.9,2.5,11,1,0,0,Diesel,3,0,0,1,0
X5,2013,25143,Automatic,38880,Diesel,15,41.0,1.5,10,1,0,0,Diesel,11,0,0,1,0
X3,2014,99895,Automatic,2355,Petrol,67,50.9,3.0,9,1,0,0,Petrol,9,0,4,2,0
X3,2015,17855,Automatic,107360,Diesel,41,50.7,3.5,8,1,0,0,Diesel,9,0,0,0,0
5 Series,2010,3000,Semi-Auto,59936,Diesel,109,46.2,2.0,13,0,0,1,Diesel,4,2,0,0,0
3 Series,2013,4270,Automatic,48266,Hybrid,40,23.2,3.0,10,1,0,0,Hybrid,2,0,2,0,0
X6,2020,9125,Automatic,100138,Diesel,5,22.0,1.5,3,1,0,0,Diesel,12,0,0,0,1
X6,2021,38101,Automatic,61656,Diesel,180,35.5,2.5,2,1,0,0,Diesel,12,0,0,1,1
4 Series,2019,31119,Automatic,55104,Electric,272,21.1,2.5,4,1,0,0,Electric,3,0,1,1,1
X2,2022,57283,Automatic,77844,Diesel,184,56.2,3.5,1,1,0,0,Diesel,8,0,0,2,1
7 Series,2014,76087,Automatic,1969,Diesel,143,20.8,2.5,9,1,0,0,Diesel,6,0,0,2,0
7 Series,2016,19536,Manual,99896,Petrol,99,21.2,2.5,7,0,1,0,Petrol,6,1,4,0,0
X6,2022,117129,Automatic,1254,Petrol,89,26.6,3.0,1,1,0,0,Petrol,12,0,4,2,1
X1,2014,3000,Automatic,142378,Diesel,245,45.1,3.0,9,1,0,0,Diesel,7,0,0,0,0
X3,2022,71981,Manual,66516,Diesel,238,41.7,2.5,1,0,1,0,Diesel,9,1,0,2,1
X6,2022,75104,Automatic,94077,Diesel,211,46.4,2.5,1,1,0,0,Diesel,12,0,0,2,1
6 Series,2010,9486,Automatic,68967,Petrol,80,55.7,3.0,13,1,0,0,Petrol,5,0,4,0,0
3 Series,2020,24312,Automatic,51117,Diesel,114,38.2,3.5,3,1,0,0,Diesel,2,0,0,1,1
5 Series,2016,42776,Automatic,2737,Diesel,275,21.8,2.0,7,1,0,0,Diesel,4,0,0,1,1
1 Series,2017,3000,Automatic,83404,Diesel,79,50.5,2.5,6,1,0,0,Diesel,0,0,0,0,1
X1,2022,28441,Automatic,144398,Electric,55,52.5,3.0,1,1,0,0,Electric,7,0,1,1,1
1 Series,2016,90422,Manual,13911,Petrol,178,22.0,3.5,7,0,1,0,Petrol,0,1,4,2,1
5 Series,2020,71982,Manual,23635,Diesel,48,29.7,3.5,3,0,1,0,Diesel,4,1,0,2,1
7 Series,2022,89990,Automatic,52179,Diesel,259,50.8,3.0,1,1,0,0,Diesel,6,0,0,2,1
3 Series,2013,3299,Automatic,137285,Diesel,273,35.0,2.5,10,1,0,0,Diesel,2,0,0,0,0
X1,2017,40141,Automatic,64545,Diesel,291,38.9,3.0,6,1,0,0,Diesel,7,0,0,1,1
1 Series,2014,55651,Automatic,126918,Petrol,290,52.9,2.0,9,1,0,0,Petrol,0,0,4,2,0
1 Series,2019,35281,Automatic,49604,Diesel,29,23.8,2.0,4,1,0,0,Diesel,0,0,0,1,1
X6,2018,78578,Automatic,75332,Petrol,251,47.1,4.4,5,1,0,0,Petrol,12,0,4,2,1
5 Series,2021,27131,Automatic,50119,Petrol,62,28.6,4.4,2,1,0,0,Petrol,4,0,4,1,1
1 Series,2021,7799,Manual,83888,Diesel,81,22.5,3.0,2,0,1,0,Diesel,0,1,0,0,1
7 Series,2019,53154,Automatic,62604,Diesel,168,46.5,2.5,4,1,0,0,Diesel,6,0,0,2,1
X5,2014,20629,Manual,17820,Diesel,157,24.9,3.0,9,0,1,0,Diesel,11,1,0,0,0
3 Series,2010,52517,Manual,77502,Diesel,55,49.9,3.0,13,0,1,0,Diesel,2,1,0,2,0
X1,2021,9898,Automatic,113271,Diesel,141,28.1,2.5,2,1,0,0,Diesel,7,0,0,0,1
1 Series,2018,43237,Manual,68345,Other,148,21.9,3.0,5,0,1,0,Other,0,1,3,1,1
1 Series,2021,54707,Manual,41875,Electric,225,24.0,1.5,2,0,1,0,Electric,0,1,1,2,1
7 Series,2014,3000,Automatic,72041,Petrol,24,53.7,2.0,9,1,0,0,Petrol,6,0,4,0,0
7 Series,2015,23680,Automatic,71793,Diesel,177,34.8,3.5,8,1,0,0,Diesel,6,0,0,1,0
X1,2013,59827,Automatic,5909,Petrol,94,32.1,4.4,10,1,0,0,Petrol,7,0,4,2,0
X3,2015,53344,Semi-Auto,93881,Petrol,52,39.6,4.0,8,0,0,1,Petrol,9,2,4,2,0
Z4,2021,35882,Automatic,15866,Diesel,69,45.3,3.0,2,1,0,0,Diesel,14,0,0,1,1
7 Series,2017,61916,Automatic,91404,Electric,175,21.5,2.0,6,1,0,0,Electric,6,0,1,2,1
3 Series,2012,24663,Automatic,66997,Electric,131,55.9,2.5,11,1,0,0,Electric,2,0,1,1,0
X6,2014,48874,Automatic,29460,Petrol,212,58.3,1.5,9,1,0,0,Petrol,12,0,4,1,0
3 Series,2011,33050,Automatic,49500,Diesel,210,36.7,3.0,12,1,0,0,Diesel,2,0,0,1,0
5 Series,2011,48714,Manual,13128,Diesel,63,36.5,2.5,12,0,1,0,Diesel,4,1,0,1,0
1 Series,2022,63425,Automatic,6202,Petrol,34,55.1,3.0,1,1,0,0,Petrol,0,0,4,2,1
1 Series,2016,40913,Manual,102243,Diesel,11,37.2,5.0,7,0,1,0,Diesel,0,1,0,1,1
X7,2019,24755,Manual,80258,Diesel,247,54.2,2.5,4,0,1,0,Diesel,13,1,0,1,1
2 Series,2022,11185,Automatic,131388,Petrol,111,21.1,2.5,1,1,0,0,Petrol,1,0,4,0,1
X3,2019,3092,Automatic,112302,Diesel,90,39.6,2.0,4,1,0,0,Diesel,9,0,0,0,1
5 Series,2020,43839,Manual,129623,Petrol,293,58.1,2.0,3,0,1,0,Petrol,4,1,4,1,1
3 Series,2019,8347,Semi-Auto,84583,Petrol,28,30.1,2.5,4,0,0,1,Petrol,2,2,4,0,1
3 Series,2015,69167,Automatic,61064,Petrol,11,30.6,3.0,8,1,0,0,Petrol,2,0,4,2,0
3 Series,2013,51886,Automatic,98119,Diesel,146,45.2,3.0,10,1,0,0,Diesel,2,0,0,2,0
7 Series,2014,37182,Automatic,23413,Diesel,136,57.0,4.0,9,1,0,0,Diesel,6,0,0,1,0
X3,2010,3000,Manual,83341,Diesel,156,27.9,2.5,13,0,1,0,Diesel,9,1,0,0,0
X3,2016,40216,Manual,87891,Diesel,258,56.9,3.0,7,0,1,0,Diesel,9,1,0,1,1
3 Series,2017,72057,Automatic,34033,Petrol,86,46.5,3.0,6,1,0,0,Petrol,2,0,4,2,1
X7,2018,35253,Manual,102154,Diesel,157,59.7,2.0,5,0,1,0,Diesel,13,1,0,1,1
X5,2017,97391,Automatic,2378,Diesel,185,49.5,2.5,6,1,0,0,Diesel,11,0,0,2,1
X1,2014,5082,Manual,138575,Petrol,228,46.7,3.0,9,0,1,0,Petrol,7,1,4,0,0
X1,2012,42393,Automatic,106461,Petrol,3,52.6,1.5,11,1,0,0,Petrol,7,0,4,1,0
5 Series,2019,43815,Automatic,120104,Petrol,56,27.0,4.0,4,1,0,0,Petrol,4,0,4,1,1
3 Series,2020,31979,Automatic,34617,Hybrid,27,57.8,2.0,3,1,0,0,Hybrid,2,0,2,1,1
5 Series,2018,10050,Automatic,136886,Diesel,15,26.6,1.5,5,1,0,0,Diesel,4,0,0,0,1
X5,2015,22190,Automatic,127616,Diesel,12,21.0,2.0,8,1,0,0,Diesel,11,0,0,1,0
1 Series,2014,78868,Automatic,24763,Petrol,199,47.9,2.5,9,1,0,0,Petrol,0,0,4,2,0
1 Series,2022,52608,Automatic,142072,Diesel,183,27.4,2.5,1,1,0,0,Diesel,0,0,0,2,1
1 Series,2012,24389,Automatic,135346,Hybrid,280,50.4,2.5,11,1,0,0,Hybrid,0,0,2,1,0
1 Series,2015,20499,Automatic,55232,Petrol,157,51.8,1.5,8,1,0,0,Petrol,0,0,4,0,0
2 Series,2012,30503,Manual,146299,Diesel,258,29.5,2.0,11,0,1,0,Diesel,1,1,0,1,0
X3,2019,3000,Manual,149351,Hybrid,156,23.5,1.5,4,0,1,0,Hybrid,9,1,2,0,1
5 Series,2021,55819,Automatic,111249,Diesel,93,40.0,2.0,2,1,0,0,Diesel,4,0,0,2,1
1 Series,2015,15422,Automatic,93916,Petrol,266,55.6,3.0,8,1,0,0,Petrol,0,0,4,0,0
5 Series,2013,3000,Automatic,141723,Petrol,20,53.9,3.0,10,1,0,0,Petrol,4,0,4,0,0
5 Series,2011,6758,Semi-Auto,85463,Petrol,126,24.7,2.5,12,0,0,1,Petrol,4,2,4,0,0
3 Series,2017,71956,Semi-Auto,8771,Diesel,111,58.6,2.0,6,0,0,1,Diesel,2,2,0,2,1
5 Series,2013,66714,Automatic,79996,Diesel,233,30.6,6.0,10,1,0,0,Diesel,4,0,0,2,0
5 Series,2018,9931,Semi-Auto,71173,Electric,33,34.0,3.5,5,0,0,1,Electric,4,2,1,0,1
X1,2016,8704,Manual,41834,Petrol,79,26.0,3.5,7,0,1,0,Petrol,7,1,4,0,0
X1,2021,3000,Manual,135625,Diesel,82,35.1,1.5,2,0,1,0,Diesel,7,1,0,0,1
1 Series,2011,3000,Automatic,102290,Petrol,28,45.4,1.5,12,1,0,0,Petrol,0,0,4,0,0
5 Series,2013,13307,Automatic,129928,Petrol,130,40.2,3.0,10,1,0,0,Petrol,4,0,4,0,0
X1,2014,14923,Automatic,35890,Petrol,10,53.1,2.0,9,1,0,0,Petrol,7,0,4,0,0
7 Series,2012,10734,Automatic,94740,Petrol,61,45.7,2.5,11,1,0,0,Petrol,6,0,4,0,0
2 Series,2018,60513,Automatic,80428,Diesel,32,30.5,2.0,5,1,0,0,Diesel,1,0,0,2,1
X3,2022,56625,Automatic,9689,Petrol,135,42.3,2.0,1,1,0,0,Petrol,9,0,4,2,1
3 Series,2014,63459,Automatic,29063,Diesel,87,22.6,2.0,9,1,0,0,Diesel,2,0,0,2,0
1 Series,2011,43386,Automatic,58198,Hybrid,16,43.2,3.0,12,1,0,0,Hybrid,0,0,2,1,0
X1,2020,82103,Automatic,2363,Other,90,35.6,3.0,3,1,0,0,Other,7,0,3,2,1
1 Series,2012,3000,Automatic,148763,Petrol,298,23.9,1.5,11,1,0,0,Petrol,0,0,4,0,0
X1,2018,43416,Semi-Auto,134823,Hybrid,252,32.3,2.0,5,0,0,1,Hybrid,7,2,2,1,1
X4,2016,3000,Manual,124763,Petrol,72,55.9,3.0,7,0,1,0,Petrol,10,1,4,0,0
X1,2011,15672,Automatic,8782,Diesel,205,43.4,2.5,12,1,0,0,Diesel,7,0,0,0,0
5 Series,2018,61690,Automatic,84184,Diesel,260,56.1,3.0,5,1,0,0,Diesel,4,0,0,2,1
X1,2013,3000,Automatic,144612,Diesel,177,36.4,3.5,10,1,0,0,Diesel,7,0,0,0,0
5 Series,2022,80508,Automatic,46991,Diesel,219,59.2,1.5,1,1,0,0,Diesel,4,0,0,2,1
7 Series,2018,22660,Manual,71875,Diesel,172,34.4,2.5,5,0,1,0,Diesel,6,1,0,1,1
X4,2022,56251,Automatic,57655,Petrol,164,50.3,3.0,1,1,0,0,Petrol,10,0,4,2,1
5 Series,2011,34971,Automatic,64177,Diesel,219,32.2,2.5,12,1,0,0,Diesel,4,0,0,1,0
X7,2021,13550,Manual,59396,Petrol,291,24.2,1.5,2,0,1,0,Petrol,13,1,4,0,1
6 Series,2019,85769,Automatic,17877,Diesel,160,53.3,2.5,4,1,0,0,Diesel,5,0,0,2,1
3 Series,2021,11778,Automatic,128934,Petrol,247,50.5,4.0,2,1,0,0,Petrol,2,0,4,0,1
1 Series,2013,56685,Automatic,19405,Petrol,70,52.8,5.0,10,1,0,0,Petrol,0,0,4,2,0
1 Series,2014,40142,Automatic,117435,Diesel,91,32.0,3.0,9,1,0,0,Diesel,0,0,0,1,0
1 Series,2011,58706,Automatic,49629,Diesel,244,48.1,2.5,12,1,0,0,Diesel,0,0,0,2,0
1 Series,2019,44880,Automatic,47233,Diesel,23,28.8,2.5,4,1,0,0,Diesel,0,0,0,1,1
X3,2010,49133,Automatic,22471,Diesel,44,20.5,2.0,13,1,0,0,Diesel,9,0,0,1,0
1 Series,2016,70832,Manual,4302,Diesel,188,54.7,2.0,7,0,1,0,Diesel,0,1,0,2,1
3 Series,2019,3000,Automatic,114466,Diesel,285,40.9,2.5,4,1,0,0,Diesel,2,0,0,0,1
2 Series,2010,3000,Manual,81048,Other,82,59.3,3.0,13,0,1,0,Other,1,1,3,0,0
1 Series,2020,30041,Automatic,98972,Petrol,221,35.4,2.0,3,1,0,0,Petrol,0,0,4,1,1
X6,2020,6864,Automatic,137094,Diesel,218,58.3,4.4,3,1,0,0,Diesel,12,0,0,0,1
3 Series,2017,30213,Automatic,44239,Hybrid,217,44.6,2.0,6,1,0,0,Hybrid,2,0,2,1,1
1 Series,2012,3000,Automatic,129185,Hybrid,189,40.5,3.0,11,1,0,0,Hybrid,0,0,2,0,0
X3,2019,3000,Automatic,124811,Diesel,66,32.1,3.5,4,1,0,0,Diesel,9,0,0,0,1
X1,2015,3000,Automatic,122097,Petrol,30,53.0,2.0,8,1,0,0,Petrol,7,0,4,0,0
4 Series,2016,19019,Manual,60269,Diesel,249,53.2,2.0,7,0,1,0,Diesel,3,1,0,0,0
X5,2019,3000,Automatic,104558,Diesel,53,36.7,1.5,4,1,0,0,Diesel,11,0,0,0,1
X6,2010,3000,Automatic,91868,Diesel,9,49.1,4.4,13,1,0,0,Diesel,12,0,0,0,0
3 Series,2015,40308,Semi-Auto,62895,Diesel,165,37.9,2.5,8,0,0,1,Diesel,2,2,0,1,0
3 Series,2016,67248,Automatic,70890,Petrol,284,49.6,1.5,7,1,0,0,Petrol,2,0,4,2,1
X5,2015,8919,Automatic,98383,Petrol,152,59.8,3.5,8,1,0,0,Petrol,11,0,4,0,0
X6,2013,66982,Manual,36284,Diesel,31,30.5,3.0,10,0,1,0,Diesel,12,1,0,2,0
i8,2010,23052,Automatic,76692,Petrol,16,45.4,1.5,13,1,0,0,Petrol,16,0,4,1,0
5 Series,2020,57485,Automatic,90294,Petrol,145,35.2,2.5,3,1,0,0,Petrol,4,0,4,2,1
5 Series,2018,3000,Automatic,145797,Diesel,74,41.9,2.5,5,1,0,0,Diesel,4,0,0,0,1
X5,2013,43850,Automatic,95852,Diesel,123,55.0,2.0,10,1,0,0,Diesel,11,0,0,1,0
3 Series,2016,29083,Automatic,78080,Petrol,51,33.9,2.5,7,1,0,0,Petrol,2,0,4,1,0
X4,2016,31656,Automatic,82863,Petrol,189,22.9,2.0,7,1,0,0,Petrol,10,0,4,1,0
2 Series,2011,15750,Semi-Auto,17705,Hybrid,140,52.0,3.0,12,0,0,1,Hybrid,1,2,2,0,0
5 Series,2010,43808,Manual,64131,Petrol,87,42.2,1.5,13,0,1,0,Petrol,4,1,4,1,0
X5,2017,9684,Automatic,77015,Petrol,83,38.0,2.0,6,1,0,0,Petrol,11,0,4,0,1
X5,2017,42380,Automatic,63456,Petrol,242,27.3,4.4,6,1,0,0,Petrol,11,0,4,1,1
1 Series,2016,20237,Manual,77859,Diesel,105,23.7,2.5,7,0,1,0,Diesel,0,1,0,0,0
6 Series,2017,23262,Automatic,68238,Diesel,91,31.1,2.0,6,1,0,0,Diesel,5,0,0,1,1
7 Series,2012,53619,Automatic,76940,Petrol,20,48.8,3.5,11,1,0,0,Petrol,6,0,4,2,0
X6,2020,71167,Automatic,100134,Petrol,5,36.5,4.0,3,1,0,0,Petrol,12,0,4,2,1
3 Series,2011,52965,Manual,74916,Diesel,220,42.8,2.0,12,0,1,0,Diesel,2,1,0,2,0
6 Series,2016,54705,Automatic,62396,Diesel,86,23.3,3.0,7,1,0,0,Diesel,5,0,0,2,1
5 Series,2017,34964,Semi-Auto,4877,Diesel,179,24.9,3.0,6,0,0,1,Diesel,4,2,0,1,1
1 Series,2010,38509,Automatic,109407,Petrol,245,20.5,3.0,13,1,0,0,Petrol,0,0,4,1,0
6 Series,2021,77226,Automatic,85256,Petrol,173,46.9,3.5,2,1,0,0,Petrol,5,0,4,2,1
1 Series,2019,58252,Automatic,32818,Diesel,112,30.6,3.0,4,1,0,0,Diesel,0,0,0,2,1
3 Series,2018,54559,Automatic,49555,Diesel,70,58.7,5.0,5,1,0,0,Diesel,2,0,0,2,1
X7,2022,64617,Manual,43368,Petrol,157,32.3,4.0,1,0,1,0,Petrol,13,1,4,2,1
X7,2020,10699,Semi-Auto,124054,Diesel,298,34.5,2.0,3,0,0,1,Diesel,13,2,0,0,1
X1,2013,69295,Automatic,90666,Petrol,236,38.8,4.4,10,1,0,0,Petrol,7,0,4,2,0
X1,2021,26108,Semi-Auto,99777,Diesel,186,32.8,2.5,2,0,0,1,Diesel,7,2,0,1,1
5 Series,2013,3000,Manual,110928,Diesel,242,52.7,3.0,10,0,1,0,Diesel,4,1,0,0,0
3 Series,2012,54652,Automatic,50421,Hybrid,165,55.0,3.5,11,1,0,0,Hybrid,2,0,2,2,0
3 Series,2015,27245,Automatic,27620,Diesel,33,20.4,2.5,8,1,0,0,Diesel,2,0,0,1,0
X3,2010,34671,Automatic,122238,Diesel,254,46.2,1.5,13,1,0,0,Diesel,9,0,0,1,0
X5,2015,8925,Automatic,61539,Petrol,219,47.4,4.4,8,1,0,0,Petrol,11,0,4,0,0
X6,2011,64259,Automatic,18077,Petrol,31,58.5,1.5,12,1,0,0,Petrol,12,0,4,2,0
X5,2018,47553,Automatic,144735,Petrol,256,34.8,2.5,5,1,0,0,Petrol,11,0,4,1,1
1 Series,2011,40634,Automatic,84335,Petrol,232,27.8,3.0,12,1,0,0,Petrol,0,0,4,1,0
5 Series,2016,22713,Manual,48285,Petrol,214,40.8,2.0,7,0,1,0,Petrol,4,1,4,1,0
1 Series,2021,3000,Manual,149691,Electric,241,37.9,3.5,2,0,1,0,Electric,0,1,1,0,1
7 Series,2010,41384,Automatic,70503,Diesel,244,51.7,2.0,13,1,0,0,Diesel,6,0,0,1,0
5 Series,2021,37167,Automatic,125851,Petrol,19,56.2,6.0,2,1,0,0,Petrol,4,0,4,1,1
4 Series,2016,59788,Automatic,58477,Petrol,209,23.5,4.4,7,1,0,0,Petrol,3,0,4,2,1
5 Series,2014,29261,Automatic,28488,Petrol,209,53.9,3.0,9,1,0,0,Petrol,4,0,4,1,0
1 Series,2017,23148,Automatic,79747,Petrol,71,56.4,3.0,6,1,0,0,Petrol,0,0,4,1,1
1 Series,2013,9755,Automatic,22169,Petrol,161,57.0,2.5,10,1,0,0,Petrol,0,0,4,0,0
X5,2021,30904,Automatic,31373,Diesel,177,50.6,2.5,2,1,0,0,Diesel,11,0,0,1,1
X1,2019,36451,Automatic,33669,Hybrid,10,49.7,2.5,4,1,0,0,Hybrid,7,0,2,1,1
1 Series,2016,42554,Automatic,56277,Diesel,298,20.6,4.0,7,1,0,0,Diesel,0,0,0,1,1
1 Series,2015,76125,Automatic,56120,Diesel,265,56.8,3.0,8,1,0,0,Diesel,0,0,0,2,0
X3,2014,51691,Manual,67376,Diesel,7,34.1,3.5,9,0,1,0,Diesel,9,1,0,2,0
1 Series,2013,60597,Semi-Auto,55235,Petrol,274,21.6,2.5,10,0,0,1,Petrol,0,2,4,2,0
X6,2016,71320,Automatic,87854,Petrol,192,36.5,2.5,7,1,0,0,Petrol,12,0,4,2,1
X3,2021,90135,Automatic,16405,Diesel,258,49.3,1.5,2,1,0,0,Diesel,9,0,0,2,1
1 Series,2014,27063,Automatic,114307,Diesel,52,37.7,2.5,9,1,0,0,Diesel,0,0,0,1,0
1 Series,2014,20515,Automatic,102776,Diesel,299,50.3,4.0,9,1,0,0,Diesel,0,0,0,0,0
i3,2010,11112,Automatic,147919,Petrol,95,40.4,3.0,13,1,0,0,Petrol,15,0,4,0,0
5 Series,2011,70599,Automatic,24547,Hybrid,91,32.0,3.5,12,1,0,0,Hybrid,4,0,2,2,0
5 Series,2014,87946,Semi-Auto,7575,Petrol,143,28.1,3.5,9,0,0,1,Petrol,4,2,4,2,0
X6,2022,54845,Automatic,96659,Diesel,17,36.8,2.0,1,1,0,0,Diesel,12,0,0,2,1
X4,2012,3000,Manual,136915,Diesel,125,21.4,2.0,11,0,1,0,Diesel,10,1,0,0,0
i3,2022,51349,Automatic,139811,Petrol,153,36.9,2.5,1,1,0,0,Petrol,15,0,4,2,1
X5,2011,47915,Automatic,15852,Diesel,5,22.7,2.5,12,1,0,0,Diesel,11,0,0,1,0
5 Series,2013,62029,Automatic,52661,Diesel,87,55.1,1.5,10,1,0,0,Diesel,4,0,0,2,0
1 Series,2013,3000,Automatic,141229,Hybrid,268,43.0,2.0,10,1,0,0,Hybrid,0,0,2,0,0
X5,2013,69201,Automatic,88942,Petrol,64,45.8,4.0,10,1,0,0,Petrol,11,0,4,2,0
X1,2013,10419,Automatic,117726,Hybrid,165,31.6,3.0,10,1,0,0,Hybrid,7,0,2,0,0
5 Series,2012,17981,Automatic,111736,Petrol,63,29.0,2.5,11,1,0,0,Petrol,4,0,4,0,0
6 Series,2022,12133,Automatic,73968,Diesel,269,48.3,2.5,1,1,0,0,Diesel,5,0,0,0,1
1 Series,2021,48364,Automatic,19837,Diesel,144,46.9,2.0,2,1,0,0,Diesel,0,0,0,1,1
5 Series,2016,3000,Semi-Auto,81684,Petrol,268,24.9,3.0,7,0,0,1,Petrol,4,2,4,0,0
1 Series,2018,3000,Automatic,118704,Petrol,5,29.5,1.5,5,1,0,0,Petrol,0,0,4,0,1
5 Series,2021,72845,Automatic,77730,Petrol,120,57.9,4.4,2,1,0,0,Petrol,4,0,4,2,1
1 Series,2014,3000,Automatic,146891,Petrol,131,32.2,2.0,9,1,0,0,Petrol,0,0,4,0,0
1 Series,2013,51783,Manual,8404,Petrol,289,21.0,3.5,10,0,1,0,Petrol,0,1,4,2,0
1 Series,2020,39963,Automatic,15674,Petrol,188,22.6,3.0,3,1,0,0,Petrol,0,0,4,1,1
X1,2011,9345,Automatic,86923,Petrol,208,51.0,2.5,12,1,0,0,Petrol,7,0,4,0,0
X5,2011,43910,Automatic,106319,Diesel,41,50.3,4.4,12,1,0,0,Diesel,11,0,0,1,0
X1,2014,83281,Automatic,29037,Diesel,77,35.3,2.0,9,1,0,0,Diesel,7,0,0,2,0
X7,2016,3000,Automatic,114565,Diesel,144,26.1,2.0,7,1,0,0,Diesel,13,0,0,0,0
5 Series,2019,35677,Semi-Auto,107086,Diesel,285,39.9,2.5,4,0,0,1,Diesel,4,2,0,1,1
3 Series,2019,48053,Manual,38982,Petrol,170,33.3,3.5,4,0,1,0,Petrol,2,1,4,1,1
4 Series,2018,14351,Automatic,124309,Diesel,92,35.0,1.5,5,1,0,0,Diesel,3,0,0,0,1
3 Series,2022,38467,Automatic,106242,Diesel,262,30.4,2.0,1,1,0,0,Diesel,2,0,0,1,1
X7,2016,74696,Automatic,6156,Petrol,22,22.5,2.5,7,1,0,0,Petrol,13,0,4,2,1
1 Series,2014,47586,Automatic,39280,Diesel,291,51.6,3.0,9,1,0,0,Diesel,0,0,0,1,0
X7,2019,38939,Manual,76324,Diesel,141,44.7,2.0,4,0,1,0,Diesel,13,1,0,1,1
1 Series,2019,52210,Automatic,61706,Electric,147,53.4,2.5,4,1,0,0,Electric,0,0,1,2,1
6 Series,2019,16822,Automatic,142043,Diesel,115,40.1,2.5,4,1,0,0,Diesel,5,0,0,0,1
7 Series,2015,8270,Automatic,44408,Diesel,80,59.4,1.5,8,1,0,0,Diesel,6,0,0,0,0
i8,2020,44326,Manual,138559,Petrol,24,58.5,3.0,3,0,1,0,Petrol,16,1,4,1,1
1 Series,2021,73841,Automatic,21997,Diesel,114,30.9,2.5,2,1,0,0,Diesel,0,0,0,2,1
X1,2012,40287,Automatic,47456,Petrol,93,35.5,3.5,11,1,0,0,Petrol,7,0,4,1,0
X7,2014,40560,Automatic,131865,Diesel,184,50.1,3.0,9,1,0,0,Diesel,13,0,0,1,0
7 Series,2017,37253,Automatic,78988,Diesel,282,51.1,1.5,6,1,0,0,Diesel,6,0,0,1,1
X1,2010,25745,Semi-Auto,81908,Hybrid,154,56.4,2.5,13,0,0,1,Hybrid,7,2,2,1,0
X3,2021,53857,Automatic,78952,Petrol,173,46.1,6.0,2,1,0,0,Petrol,9,0,4,2,1
5 Series,2010,27627,Automatic,85784,Petrol,172,39.0,2.5,13,1,0,0,Petrol,4,0,4,1,0
X1,2016,18211,Automatic,59676,Diesel,153,35.1,2.5,7,1,0,0,Diesel,7,0,0,0,0
X1,2014,36159,Manual,9373,Diesel,13,36.8,3.0,9,0,1,0,Diesel,7,1,0,1,0
6 Series,2014,13550,Automatic,95951,Petrol,127,54.0,2.0,9,1,0,0,Petrol,5,0,4,0,0
1 Series,2010,79755,Automatic,27414,Petrol,91,59.2,3.0,13,1,0,0,Petrol,0,0,4,2,0
3 Series,2018,10538,Automatic,146450,Petrol,270,22.1,3.0,5,1,0,0,Petrol,2,0,4,0,1
X7,2010,15729,Automatic,118139,Diesel,221,43.2,2.5,13,1,0,0,Diesel,13,0,0,0,0
6 Series,2014,11718,Manual,84872,Diesel,107,40.8,2.0,9,0,1,0,Diesel,5,1,0,0,0
5 Series,2019,55480,Manual,136772,Petrol,27,35.0,4.4,4,0,1,0,Petrol,4,1,4,2,1
